0.00,0.00
1.00,0.00
2.00,0.00
3.01,0.00
4.01,0.00
5.01,0.00
6.01,0.00
7.01,0.00
8.02,0.00
9.02,0.00
10.02,0.00
11.02,0.00
12.02,0.00
13.03,0.00
14.03,0.00
15.03,0.00
16.03,0.00
17.03,0.00
18.04,0.00
19.04,0.00
20.04,0.00
21.04,0.00
22.04,0.00
23.05,0.00
24.05,0.00
25.05,0.00
26.05,0.00
27.05,0.00
28.06,0.00
29.06,0.00
30.06,0.00
31.06,0.00
32.06,0.00
33.07,0.00
34.07,0.00
35.07,0.00
36.07,0.00
37.07,0.00
38.08,0.00
39.08,0.00
40.08,0.00
41.08,0.00
42.08,0.00
43.09,0.00
44.09,0.00
45.09,0.00
46.09,0.00
47.09,0.00
48.10,0.00
49.10,0.00
50.10,0.00
51.10,0.00
52.10,0.00
53.11,0.00
54.11,0.00
55.11,0.00
56.11,0.00
57.11,0.00
58.12,0.00
59.12,0.00
60.12,0.00
61.12,0.00
62.12,0.00
63.13,0.00
64.13,0.00
65.13,0.00
66.13,0.00
67.13,0.00
68.14,0.00
69.14,0.00
70.14,0.00
71.14,0.00
72.14,0.00
73.15,0.00
74.15,0.00
75.15,0.00
76.15,0.00
77.15,0.00
78.16,0.00
79.16,0.00
80.16,0.00
81.16,0.00
82.16,0.00
83.17,0.00
84.17,0.00
85.17,0.00
86.17,0.00
87.17,0.00
88.18,0.00
89.18,0.00
90.18,0.00
91.18,0.00
92.18,0.00
93.19,0.00
94.19,0.00
95.19,0.00
96.19,0.00
97.19,0.00
98.20,0.00
99.20,0.00
100.20,0.00
101.20,0.00
102.20,0.00
103.21,0.00
104.21,0.00
105.21,0.00
106.21,0.00
107.21,0.00
108.22,0.00
109.22,0.00
110.22,0.00
111.22,0.00
112.22,0.00
113.23,0.00
114.23,0.00
115.23,0.00
116.23,0.00
117.23,0.00
118.24,0.00
119.24,0.00
120.24,0.00
121.24,0.00
122.24,0.00
123.25,0.00
124.25,0.00
125.25,0.00
126.25,0.00
127.25,0.00
128.26,0.00
129.26,0.00
130.26,0.00
131.26,0.00
132.26,0.00
133.27,0.00
134.27,0.00
135.27,0.00
136.27,0.00
137.27,0.00
138.28,0.00
139.28,0.00
140.28,0.00
141.28,0.00
142.28,0.00
143.29,0.00
144.29,0.00
145.29,0.00
146.29,0.00
147.29,0.00
148.30,0.00
149.30,0.00
150.30,0.00
151.30,0.00
152.30,0.00
153.31,0.00
154.31,0.00
155.31,0.00
156.31,0.00
157.31,0.00
158.32,0.00
159.32,0.00
160.32,0.00
161.32,0.00
162.32,0.00
163.33,0.00
164.33,0.00
165.33,0.00
166.33,0.00
167.33,0.00
168.34,0.00
169.34,0.00
170.34,0.00
171.34,0.00
172.34,0.00
173.35,0.00
174.35,0.00
175.35,0.00
176.35,0.00
177.35,0.00
178.36,0.00
179.36,0.00
180.36,0.00
181.36,0.00
182.36,0.00
183.37,0.00
184.37,0.00
185.37,0.00
186.37,0.00
187.37,0.00
188.38,0.00
189.38,0.00
190.38,0.00
191.38,0.00
192.38,0.00
193.39,0.00
194.39,0.00
195.39,0.00
196.39,0.00
197.39,0.00
198.40,0.00
199.40,0.00
200.40,0.00
201.40,0.00
202.40,0.00
203.41,0.00
204.41,0.00
205.41,0.00
206.41,0.00
207.41,0.00
208.42,0.00
209.42,0.00
210.42,0.00
211.42,0.00
212.42,0.00
213.43,0.00
214.43,0.00
215.43,0.00
216.43,0.00
217.43,0.00
218.44,0.00
219.44,0.00
220.44,0.00
221.44,0.00
222.44,0.00
223.45,0.00
224.45,0.00
225.45,0.00
226.45,0.00
227.45,0.00
228.46,0.00
229.46,0.00
230.46,0.00
231.46,0.00
232.46,0.00
233.47,0.00
234.47,0.00
235.47,0.00
236.47,0.00
237.47,0.00
238.48,0.00
239.48,0.00
240.48,0.00
241.48,0.00
242.48,0.00
243.49,0.00
244.49,0.00
245.49,0.00
246.49,0.00
247.49,0.00
248.50,0.00
249.50,0.00
250.50,0.00
251.50,0.00
252.51,0.00
253.51,0.00
254.51,0.00
255.51,0.00
256.51,0.00
257.52,0.00
258.52,0.00
259.52,0.00
260.52,0.00
261.52,0.00
262.53,0.00
263.53,0.00
264.53,0.00
265.53,0.00
266.53,0.00
267.54,0.00
268.54,0.00
269.54,0.00
270.54,0.00
271.54,0.00
272.55,0.00
273.55,0.00
274.55,0.00
275.55,0.00
276.55,0.00
277.56,0.00
278.56,0.00
279.56,0.00
280.56,0.00
281.56,0.00
282.57,0.00
283.57,0.00
284.57,0.00
285.57,0.00
286.57,0.00
287.58,0.00
288.58,0.00
289.58,0.00
290.58,0.00
291.58,0.00
292.59,0.00
293.59,0.00
294.59,0.00
295.59,0.00
296.59,0.00
297.60,0.00
298.60,0.00
299.60,0.00
300.60,0.00
301.60,0.00
302.61,0.00
303.61,0.00
304.61,0.00
305.61,0.00
306.61,0.00
307.62,0.00
308.62,0.00
309.62,0.00
310.62,0.00
311.62,0.00
312.63,0.00
313.63,0.00
314.63,0.00
315.63,0.00
316.63,0.00
317.64,0.00
318.64,0.00
319.64,0.00
320.64,0.00
321.64,0.00
322.65,0.00
323.65,0.00
324.65,0.00
325.65,0.00
326.65,0.00
327.66,0.00
328.66,0.00
329.66,0.00
330.66,0.00
331.66,0.00
332.67,0.00
333.67,0.00
334.67,0.00
335.67,0.00
336.67,0.00
337.68,0.00
338.68,0.00
339.68,0.00
340.68,0.00
341.68,0.00
342.69,0.00
343.69,0.00
344.69,0.00
345.69,0.00
346.69,0.00
347.70,0.00
348.70,0.00
349.70,0.00
350.70,0.00
351.70,0.00
352.71,0.00
353.71,0.00
354.71,0.00
355.71,0.00
356.71,0.00
357.72,0.00
358.72,0.00
359.72,0.00
360.72,0.00
361.72,0.00
362.73,0.00
363.73,0.00
364.73,0.00
365.73,0.00
366.73,0.00
367.74,0.00
368.74,0.00
369.74,0.00
370.74,0.00
371.74,0.00
372.75,0.00
373.75,0.00
374.75,0.00
375.75,0.00
376.75,0.00
377.76,0.00
378.76,0.00
379.76,0.00
380.76,0.00
381.76,0.00
382.77,0.00
383.77,0.00
384.77,0.00
385.77,0.00
386.77,0.00
387.78,0.00
388.78,0.00
389.78,0.00
390.78,0.00
391.78,0.00
392.79,0.00
393.79,0.00
394.79,0.00
395.79,0.00
396.79,0.00
397.80,0.00
398.80,0.00
399.80,0.00
400.80,0.00
401.80,0.00
402.81,0.00
403.81,0.00
404.81,0.00
405.81,0.00
406.81,0.00
407.82,0.00
408.82,0.00
409.82,0.00
410.82,0.00
411.82,0.00
412.83,0.00
413.83,0.00
414.83,0.00
415.83,0.00
416.83,0.00
417.84,0.00
418.84,0.00
419.84,0.00
420.84,0.00
421.84,0.00
422.85,0.00
423.85,0.00
424.85,0.00
425.85,0.00
426.85,0.00
427.86,0.00
428.86,0.00
429.86,0.00
430.86,0.00
431.86,0.00
432.87,0.00
433.87,0.00
434.87,0.00
435.87,0.00
436.87,0.00
437.88,0.00
438.88,0.00
439.88,0.00
440.88,0.00
441.88,0.00
442.89,0.00
443.89,0.00
444.89,0.00
445.89,0.00
446.89,0.00
447.90,0.00
448.90,0.00
449.90,0.00
450.90,0.00
451.90,0.00
452.91,0.00
453.91,0.00
454.91,0.00
455.91,0.00
456.91,0.00
457.92,0.00
458.92,0.00
459.92,0.00
460.92,0.00
461.92,0.00
462.93,0.00
463.93,0.00
464.93,0.00
465.93,0.00
466.93,0.00
467.94,0.00
468.94,0.00
469.94,0.00
470.94,0.00
471.94,0.00
472.95,0.00
473.95,0.00
474.95,0.00
475.95,0.00
476.95,0.00
477.96,0.00
478.96,0.00
479.96,0.00
480.96,0.00
481.96,0.00
482.97,0.00
483.97,0.00
484.97,0.00
485.97,0.00
486.97,0.00
487.98,0.00
488.98,0.00
489.98,0.00
490.98,0.00
491.98,0.00
492.99,0.00
493.99,0.00
494.99,0.00
495.99,0.00
496.99,0.00
498.00,0.00
499.00,0.00
500.00,0.00
500.00,0.00
501.26,0.01
502.52,0.03
503.78,0.07
505.04,0.13
506.30,0.20
507.56,0.29
508.82,0.39
510.08,0.51
511.33,0.64
512.58,0.79
513.83,0.96
515.08,1.14
516.33,1.34
517.57,1.56
518.81,1.79
520.05,2.03
521.28,2.29
522.52,2.57
523.74,2.86
524.97,3.17
526.19,3.49
527.40,3.83
528.61,4.18
529.82,4.55
531.02,4.93
532.22,5.33
533.41,5.75
534.60,6.18
535.78,6.62
536.95,7.08
538.12,7.55
539.29,8.04
540.44,8.54
541.59,9.06
542.74,9.59
543.87,10.14
545.01,10.70
546.13,11.27
547.24,11.86
548.35,12.47
549.45,13.08
550.55,13.71
551.63,14.36
552.71,15.02
553.77,15.69
554.83,16.37
555.88,17.07
556.93,17.78
557.96,18.51
558.98,19.25
560.00,20.00
561.00,20.76
562.00,21.54
562.98,22.33
563.96,23.13
564.92,23.94
565.88,24.76
566.82,25.60
567.75,26.45
568.68,27.31
569.59,28.18
570.49,29.07
571.38,29.96
572.25,30.87
573.12,31.78
573.98,32.71
574.82,33.65
575.65,34.60
576.47,35.56
577.28,36.53
578.07,37.51
578.85,38.50
